pub_date,author,img_url,pid,text,response,issue,desired_knowledge
10/13/18 9:25,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/875082d2313fd31b193328a8ececbe92/5C5CB2A5/t51.2885-15/e35/43083226_1389000571136406_6292680161232035445_n.jpg,Bo1zyODjDFS,"Wow very nice ! What is the cat doing? Sitting, right?",@ceelvancho chillin’ out in hand. They’re a VERY mellow species!,,what the aninal is doing
10/13/18 9:22,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/a7c914aeddb74d0b31db45799d0be6a4/5BC75D57/t51.2885-15/e35/43002342_298822797381550_8233740269425906265_n.jpg,Bo24JE8BEis,"Ohh very nice ! Is this a real animal? Yes, right?",@bee.amela Yes,,
10/13/18 7:20,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/a25684c13482e4f6d9bec51d4a265449/5C5735DE/t51.2885-15/e35/43818174_683940718653587_729164534836827304_n.jpg,Bo2BdzlgIA3,"Ahhh so beautiful ! Is the dog on a leash? Yes, right?",@bee.amela my leash is always on in public but this photo was taken when we were sitting in the parked car 🚗,,dog is leashed
10/13/18 5:42,ballintama,https://scontent-lax3-2.cdninstagram.com/vp/cd93f22975146ab167eff60e4d879a6a/5C47A001/t51.2885-15/e35/42578627_244999086183019_6817483019879120548_n.jpg,Bo2dBnPBcCU,"Ohh nice ! Is this person wearing a tie? Yes, right?",@ballintama no .... !!! Lol,,type of clothing worn by person
10/13/18 5:27,payniv,https://scontent-lax3-2.cdninstagram.com/vp/f845c7288ffbf73ecbd8e31aa01f612c/5C5314C5/t51.2885-15/e35/42506221_1910076725754115_3086343214479440158_n.jpg,Bo2xmwwg8i0,"Wow , very amazing photo here ! Is this person wearing a shirt? Yes, right?",@payniv na bro.. it’s a brown jacket 😁,,type of clothing worn by person
10/13/18 4:55,payniv,https://scontent-lax3-2.cdninstagram.com/vp/4394a011e6af66fc9baf57def97b15ff/5C3DDA10/t51.2885-15/e35/42306104_314549479367826_602455358220266437_n.jpg,Bo2c85PAczr,"Very nice photo ! Is this a hotel room? No, right?",@payniv Thank you....this is in one of my favorite clients living room ❤️,,location of room
10/13/18 2:50,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/98ad3ec7085238e4b5bbd68261b7d1a5/5C3E3040/t51.2885-15/e35/43817550_1935263973436988_6071994274923636760_n.jpg,Bo2xpEaA-Bd,"Ohh very nice ! What is the lady holding? Scissors, right?",@bee.amela thank you... her braclets,,object on person's wrist
10/13/18 2:28,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/e555500b231364d08737f1002b52398a/5C42A04E/t51.2885-15/e35/43227566_554529878301560_6609808719618984068_n.jpg,Bo2V_Ysi5uH,"Wow , very amazing photo here ! Is this a wild animal? No, right?",@bee.amela no they are in a cage but they go out once in while I don't remember how often. But when they do the people there let them free and they come back at the end of the day I think so they're used to it. The lady there told us things about them. It was very nice💕,,type of animal
10/13/18 2:13,payniv,https://scontent-lax3-2.cdninstagram.com/vp/244da176f045ec6c49c00df99b612fea/5C52F0FB/t51.2885-15/e35/42996225_720976124943219_631179962023451346_n.jpg,Bo1z2dfnm7k,"Great photo ! Is the person wearing a tie? No, right?",@payniv no tie! Why?,,type of clothing worn by person
10/13/18 1:47,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/40982d32c2e5652337095bcfccfb7d9e/5C53F92F/t51.2885-15/e35/42520097_1845319038888138_536701915255853875_n.jpg,Bo2PHZWi7zz,"Wow , very amazing photo here ! Is this person wearing a tie? No, right?","@ceelvancho no, that’s me and my bull terrier",,
10/13/18 0:42,payniv,https://scontent-lax3-2.cdninstagram.com/vp/7603e863aadea2144ea2ccb252f10392/5C405251/t51.2885-15/e35/43622755_200541004060275_2245167870713049105_n.jpg,Bo2Bj43BbQg,"Wow very nice ! Is this a real vase? No, right?",@payniv - it is a lamp ... it is made of currogated board 🎃,,type of object
10/13/18 0:13,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/287d83cae13eb022e4de29b5966b6446/5C444C95/t51.2885-15/e35/43778782_253957445313381_8873791682476815937_n.jpg,Bo2xgyIhGZc,"Ahhh very nice ! Is the dog happy? Yes, right?",@bee.amela always 🐶,,dog's emotion
10/12/18 23:56,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/4a46f765b620df8a6152988867136141/5C5CFEF3/t51.2885-15/e35/42650254_475536642958549_5312846495543983899_n.jpg,Bo2Bf96lVxp,"Wow nice ! What is the cat doing? Eating, right?",@ceelvancho sleeping🐈,,what the cat is doing
10/12/18 23:54,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/d86060809e77bccfd58c9cf0c2073347/5C594A49/t51.2885-15/e35/43768653_1210742492399385_8411676461863233720_n.jpg,Bo2WLFeliTP,"What a very pleasant photo here ! Is this a busy harbor? Yes, right?","@ceelvancho it's not a harbour, it is a river.",,type of body of water
10/12/18 23:31,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/3e055dfd2259009395e7fc27ddf98456/5C59F271/t51.2885-15/e35/42329338_302757140317372_4221560678041340932_n.jpg,Bo2BidSg5jk,"Ahhh very nice ! What is the tallest object? Train, right?",@ceelvancho it's just a decor at the entrance of a restaurant,,object in photo
10/12/18 23:28,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/50080cc74adba8cd1561ca59ee6d517e/5C463CF4/t51.2885-15/e35/42973869_2216226985314176_2770061712265966223_n.jpg,Bo2IVV2hIbQ,"Ohh nice ! Is this animal in a zoo? No, right?",@ceelvancho nope! It was in Yellowstone Park! 😊,,
10/12/18 23:15,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/592c1a0f12067c73882566aa2fa5587f/5C5AB35E/t51.2885-15/e35/42424025_493712557776091_5434974291105231948_n.jpg,Bo2dCEeB7F3,"Ohh very nice ! Is this person wearing a shirt? No, right?",@ceelvancho She is wearing a skirt.,,type of clothing worn by person
10/12/18 23:12,ballintama,https://scontent-lax3-2.cdninstagram.com/vp/44d46af01bb4a9837c1c6fe8c4a38860/5C44EECD/t51.2885-15/e35/42632014_1796852533745228_1606192205502171311_n.jpg,Bo2dAeyHueM,"Wow , what an amazing photo here ! Is this a cloudy day? No, right?",@ballintama yes it is pretty cloudy that day.,,weather
10/12/18 22:27,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/f81c4761248829ffc2bf32648e482915/5C3E0CB7/t51.2885-15/e35/43915354_524883484589572_8407577353590854986_n.jpg,Bo2dB-3nGQA,"What a cute dog ! What is the dog 's head resting on? Nothing, right?",@bee.amela his head is resting on the bed/his paw. :) thank you! ❤️,,object animal on right is resting on
10/12/18 22:16,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/d9c29cf6e3d3e1233a1d5a09a6a80523/5C55C505/t51.2885-15/e35/43778594_236427413894257_9163565010472613152_n.jpg,Bo2BkkXlFAI,"Wow very nice ! Is this a farm? No, right?",@bee.amela no 😀,,type of landscape
10/12/18 21:54,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/341a800fe4c03dfb0f9db692e7f16ca8/5C55DBDD/t51.2885-15/e35/42701227_661667270897049_6141456518485024995_n.jpg,Bo2WKAGlsqf,"Nice ! What is the person wearing around their neck? Scarf, right?",@bee.amela thank you ☺️❤️,,
10/12/18 21:20,ballintama,https://scontent-lax3-2.cdninstagram.com/vp/8e506b6875acbb1631ffd8d36b1c9f9a/5C5B21AA/t51.2885-15/e35/42745567_563138180774094_2996328018820919643_n.jpg,Bo2c61tg_2H,"Oh looks nice ! Is this a modern photo? No, right?",@ballintama yes this is a current photo :),,modernness of photo
10/12/18 21:19,payniv,https://scontent-lax3-2.cdninstagram.com/vp/6813e63668aac4bd4734664bd8ea6d90/5C46633E/t51.2885-15/e35/42455586_2255701238003394_5350688760298376576_n.jpg,Bo2IbUQF1vD,"Ahhh , what an amazing photo here ! Is the person wearing a tie? No, right?",@payniv i dont think so😁,,type of clothing worn by person
10/12/18 21:07,payniv,https://scontent-lax3-2.cdninstagram.com/vp/df27c9fe0ff539a80116a25cc1b8664f/5C4DF1E1/t51.2885-15/e35/42401438_175503020038540_5052473413804397833_n.jpg,Bo2xeLKH01C,"Wow , very amazing photo here ! Is this person wearing a tie? No, right?",@payniv😍,,type of clothing worn by person
10/12/18 20:38,payniv,https://scontent-lax3-2.cdninstagram.com/vp/8281a1bcb8f2100d8b3d289f3031e5b0/5C440167/t51.2885-15/e35/43636771_724649534568042_7148432382234478675_n.jpg,Bo16qfKgO2O,"Wow , what an amazing photo here ! Is this a modern style of a picture? No, right?",@payniv 😊,,modernness of photo
10/12/18 20:08,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/0fd589d28b84552973e1bcc1576de2fd/5C503AD5/t51.2885-15/e35/42494088_246735216189646_4290602918147708579_n.jpg,Bo2IXvklW_w,"Ohh nice ! Is the cat asleep? No, right?",@bee.amela no she’s awake 😺,,what the cat is doing
10/12/18 20:07,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/e77c1640f2f7799e6732a221bd0073a7/5C3C430F/t51.2885-15/e35/42815503_327891121122804_7679709028004479108_n.jpg,Bo2dCfMgGvP,"Ahhh such a beautiful view ! Is this a church? No, right?",@bee.amela no it’s not!,,type of building
10/12/18 19:35,payniv,https://scontent-lax3-2.cdninstagram.com/vp/fb50f48747dc7f1b4a74ea9e7262263e/5C5304B6/t51.2885-15/e35/43187932_247907385895442_4536842395310803065_n.jpg,Bo2c6DUjQzb,"Wow nice ! Is the cat asleep? No, right?",@payniv he is now 💤,,what the cat is doing
10/12/18 19:32,ballintama,https://scontent-lax3-2.cdninstagram.com/vp/48e3570872b9791c0f52c48cd0fc5cc1/5C583D2F/t51.2885-15/e35/42365148_1525649110870371_2168832924972407750_n.jpg,Bo2dCdVnou9,"Wow very nice ! Is this a church? No, right?",@ballintama this is old 19th Century government house,,type of building
10/12/18 19:24,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/890f5a435dc287a7569969c698f70cbb/5C4A45D9/t51.2885-15/e35/42321763_2118806031705950_9099325284122720427_n.jpg,Bo2dBcxA0qf,"Ohh very nice ! What is the lady holding? Tennis racket, right?","@ceelvancho Hello thank you so much! No, the girl is doing something.😉😂✌❤",,
10/12/18 19:17,ethanthegarden,https://scontent-lax3-2.cdninstagram.com/vp/7e0d6081cdd5db3afbbf6420f4e43654/5C3EFBF6/t51.2885-15/e35/42399203_251960709000593_5073315642737990334_n.jpg,Bo2c-QVhq95,"Ahhh very nice ! What is the color of the bed sheets? Blue, right?",@ethanthegarden yup theyre fucking blue dipshit,,color of the bedsheets
10/12/18 19:10,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/b288dbc4262ff406c44dfebdeb121079/5C4ECF5E/t51.2885-15/e35/43704407_581171412316953_3882273619012679091_n.jpg,Bo2dBatF247,"Wow , awesome photo there ! Is this a farm? No, right?",@bee.amela son las ruinas que quedaron del imperio inca donde tenían su comunidad,,type of landscape
10/12/18 19:04,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/238b26c767ca3fe96529d740e86a3eda/5C426F1C/t51.2885-15/e35/40958026_2133597006891844_4013469488695636815_n.jpg,Bo2WKCWlrxu,"Ohh very nice ! Is this a cloudy day? Yes, right?",@ceelvancho Thanks! It was a little cloudy.,,weather
10/12/18 18:46,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/f995a6d009ae138f73074455c1f78d72/5C417953/t51.2885-15/e35/42999342_260062164653880_7911754303704201198_n.jpg,Bo2PQ3rBJjJ,"Ohh very nice ! Is this a healthy meal? No, right?","@bee.amela it is, indeed",,heathiness of meal
10/12/18 17:44,payniv,https://scontent-lax3-2.cdninstagram.com/vp/e18c2342881c7d5614795b02f2076916/5C505629/t51.2885-15/e35/42586686_253053288738440_475581168769889930_n.jpg,Bo2PThongAD,"Very beautiful looking set ! Is this a busy street? No, right?","@payniv no, not a street. Cobble stones. No cars allowed.",,
10/12/18 17:27,payniv,https://scontent-lax3-2.cdninstagram.com/vp/3730c8e0d42e75aae94bfa2c815a7850/5C40CB52/t51.2885-15/e35/42357574_2194970477403464_4505457107233010106_n.jpg,Bo16oZuBKSB,"Wow very nice ! Is this a modern building? No, right?",@payniv we’re a little bit of everything here,,modernness of building
10/12/18 17:25,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/6e9e10bb23a484ef8309709bba63a65c/5C4A4FC9/t51.2885-15/e35/42515501_245460519650014_2806650113617855713_n.jpg,Bo2WLKah8pZ,"Ohh very nice ! Is the person wearing a bib? No, right?",@bee.amela right!!,,type of clothing worn by person
10/12/18 17:25,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/ac21448047ce7d38b92c0058760e6ded/5C52635C/t51.2885-15/e35/42528453_141473236810263_11975864673372293_n.jpg,Bo2WIZQgB4v,"Looks delicious ! What is in the cup? Water, right?",@ceelvancho thank you very much! There is chocolate inside😊,,liquid inside cup
10/12/18 17:18,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/eecd7bf202a6342e665d30db676fa0c4/5C58ACDA/t51.2885-15/e35/42669825_2141075115912218_6197360134197346304_n.jpg,Bo2WEq-AhDj,"Wow very nice ! Is this a hotel room? No, right?",@ceelvancho hahaha nope! Just our living room!,,location of room
10/12/18 16:56,payniv,https://scontent-lax3-2.cdninstagram.com/vp/6607719581dba2c7843add7618f68cfe/5C5C869B/t51.2885-15/e35/42530467_273578693489485_5415656181244747678_n.jpg,Bo16sqhj4LP,"Ohh very nice ! Is this a beach? No, right?",@payniv Not a beach. It’s my friends land in Colorado. It’s beautiful here.,,type of landscape
10/12/18 15:27,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/abe8ad7e1181c085c89cdcf8e92b8f16/5C5EBF8D/t51.2885-15/e35/43054392_246904702666399_1450192207625396382_n.jpg,Bo2IcaQnpLD,"Ohh very nice ! Is the bed made of wood? No, right?",@ceelvancho yes it is ❤️,,
10/12/18 15:00,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/9b2c54fcbe1bc1a82a125853c761a210/5C531DB8/t51.2885-15/e35/43146221_560836467688619_8058556740415378251_n.jpg,Bo16s6ZFP3a,"Ohh very nice ! Is the girl wearing a dress? Yes, right?",@bee.amela yes 💃🏻,,type of clothing worn by person
10/12/18 14:47,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/97260e9ab6dba41f09f254c61f97ef6b/5C56F3A8/t51.2885-15/e35/42344746_581580292299697_5475284144377719897_n.jpg,Bo2BkxHjgYq,"Wow , what an amazing photo here ! Is this a beach? No, right?",@bee.amela The Coast is Made up of a string of headlands and bays with heaps of hidden beaches to explore.,,type of landscape
10/12/18 14:28,payniv,https://scontent-lax3-2.cdninstagram.com/vp/eb0d849499b0156f67fbea45da56b3c1/5C601879/t51.2885-15/e35/43145944_1950041768629454_3126776936263627498_n.jpg,Bo1zzycBf4P,"Ahhh nice ! What is the cat doing? Sitting, right?","@payniv yes, i was sitting and yawning, the garden it's my favorite place😸",,what the cat is doing
10/12/18 14:26,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/91713c8461dd4a1ec1af0c50b90c7ba8/5C432FCC/t51.2885-15/e35/42711545_339841763453610_7296407148513830804_n.jpg,Bo2BgOnhKiV,"Ohh very nice ! Is the cat in a cage? Yes, right?",@bee.amela he is at the window.,,what the cat is doing
10/12/18 14:20,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/0709298b8f4a9215b00d33ff8be13405/5C47DA98/t51.2885-15/e35/42894181_1937645193023572_2638482371898920007_n.jpg,Bo2Bfl4Fnsm,"Ohh very nice ! Is the cat asleep? No, right?",@ceelvancho I think she was awake but so tired she could barely keep her eyes open,,what the cat is doing
10/12/18 13:52,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/7da63fb4da5bfe8c30e60abd2fd3ee78/5C6298DE/t51.2885-15/e35/42885932_271176583732847_3299447224575983616_n.jpg,Bo16rnXDm33,"Ahhh very nice ! What is the color of the jacket? Red, right?",@bee.amela not jacket??,,color of the flowers
10/12/18 13:43,bee.amela,https://scontent-lax3-2.cdninstagram.com/vp/cc969a456bf3eef209caa97286731fbb/5C4D27DD/t51.2885-15/e35/42415964_246609509364752_4439763101130235692_n.jpg,Bo16syklnrX,"Ohh very nice ! What is the cat doing? Sitting, right?","@bee.amela Actually he doesnt sit much outside, he loves to just roam the yard while im outside😸",,what the cat is doing
10/12/18 13:23,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/fcfbb23b4b07a4ed72520fb33e5f0c92/5C50D143/t51.2885-15/e35/43429635_277390249775921_2657645704244873760_n.jpg,Bo16q2FlCHs,"Ohh very nice ! What is the green vegetable? None, right?",@ceelvancho only basil,,green vegetable on food
10/12/18 13:21,payniv,https://scontent-lax3-2.cdninstagram.com/vp/8bf7f35bf1c039b948f4150ebb772852/5C45D8BF/t51.2885-15/e35/43675268_700802670285281_270876897174303878_n.jpg,Bo16qRbHdyV,"Ahhh very nice ! What kind of bird is this? Shrimp, right?",@payniv hi :) well it calls the budgie. Really cute small birds 😁,,type of bird
10/12/18 13:17,ceelvancho,https://scontent-lax3-2.cdninstagram.com/vp/06b741db55e86d8066b6fbcc0fa5d6e1/5C5ACFD4/t51.2885-15/e35/41986242_156552111960593_5889375655923931391_n.jpg,Bo16r_HnE0d,"Wow very nice ! Is this a beach? Yes, right?",@ceelvancho yes it’s on a lake in Michigan!,,type of body of water
10/12/18 12:48,ballintama,https://scontent-lax3-2.cdninstagram.com/vp/dfa77c3c65f8e30ff189b73de77869d2/5C5A85CC/t51.2885-15/e35/43247648_409874992878817_2628224544509918815_n.jpg,Bo1z0blgngq,"Wow , what an amazing photo here ! Is this a park? Yes, right?",@ballintama it's a hiking and biking trail up Logan Canyon 🙌,,type of location
10/12/18 12:38,ballintama,https://scontent-lax3-2.cdninstagram.com/vp/88e6b42231ee2460cd8c7f6c347314fc/5C4896D3/t51.2885-15/e35/43249816_319297842203418_7037263285964468604_n.jpg,Bo1zugZh9Uq,"Ahhhh , very amazing photo here ! What is the cat doing? Eating, right?",@ballintama haha I think its dancing,,what the cat is doing
10/12/18 12:32,ballintama,https://scontent-lax3-2.cdninstagram.com/vp/734d2651e340a79a6fac6641edf92bd0/5C4F926D/t51.2885-15/e35/42622169_693776147687973_89143793963336927_n.jpg,Bo1z0zyFViT,"I love that a it ! What is the tallest object? Surfboard, right?",@ballintama No Tama. Just the columns to the hut.,,tall objects
10/12/18 12:19,payniv,https://scontent-lax3-2.cdninstagram.com/vp/671da9661266f6260eb87823d63de682/5C61D1DC/t51.2885-15/e35/42721276_302896656963677_2452409033323104875_n.jpg,Bo1z1IYgMJ2,"Wow , very amazing photo here ! Is this a hotel room? No, right?","@payniv part of Pump It Up. Pump it up is a kid's place center, they house Amazing parties for children. Our first place is inside the Westland location. We get to offer our food to the parties & operate our sustainable cafe!",,type of location
10/12/18 12:17,ethanthegarden,https://scontent-lax3-2.cdninstagram.com/vp/c307ede7b7433567955e262b10700782/5C56DF52/t51.2885-15/e35/42182920_179265899641830_4431533887348317826_n.jpg,Bo1zzSqltg4,"Very nice looking set set ! Is this a boat? Yes, right?",@ethanthegarden is a car man!!😂😂,,
10/12/18 12:10,ballintama,https://scontent-lax3-2.cdninstagram.com/vp/5e2096ed9f290109f55deee218f8066b/5C5CE77E/t51.2885-15/e35/42961173_1999885833408688_3941764594738752716_n.jpg,Bo1zuailL0q,"Wow very nice ! Is this a cat or a cat? Cat, right?",@ballintama Thank you 😊 yes it's a sphynx/naked cat 🌸,,
10/12/18 11:42,payniv,https://scontent-lax3-2.cdninstagram.com/vp/d18cfcf687976235e3bc3e8a52b7d67d/5C480681/t51.2885-15/e35/41548075_2350079011886159_3615424707810935631_n.jpg,BoKJO1yAaor,"Beautiful ! Is this a harbor? Yes, right?",@payniv yes near Hotel do Canal,,
